"","az","date","senat","kammer_txt","richter_txt","anordnung","link"
"1234","1 BvR 2400/15",2015-10-28,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20151028_1bvr240015.html"
"1235","2 BvR 3071/14",2015-10-27,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20151027_2bvr307114.html"
"1236","2 BvR 2233/14",2015-10-27,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151027_2bvr223314.html"
"1237","2 BvR 2092/14",2015-10-27,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151027_2bvr209214.html"
"1238","2 BvR 2091/14",2015-10-27,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151027_2bvr209114.html"
"1239","2 BvR 1809/14",2015-10-27,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151027_2bvr180914.html"
"1240","2 BvR 2396/14",2015-10-22,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20151022_2bvr239614.html"
"1241","2 BvR 912/15",2015-10-21,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20151021_2bvr091215.html"
"1242","2 BvR 624/12",2015-10-15,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20151015_2bvr062412.html"
"1243","1 BvR 2329/15",2015-10-15,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20151015_1bvr232915.html"
"1244","1 BvR 1790/13",2015-10-15,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20151015_1bvr179013.html"
"1245","1 BvR 1645/14",2015-10-15,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20151015_1bvr164514.html"
"1246","2 BvR 2436/14",2015-10-13,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20151013_2bvr243614.html"
"1247","2 BvR 1864/14",2015-10-13,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20151013_2bvr186414.html"
"1248","2 BvR 2646/13",2015-10-08,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk201510081_2bvr264613.html"
"1249","1 BvR 1320/14",2015-10-08,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20151008_1bvr132014.html"
"1250","1 BvR 137/13",2015-10-08,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20151008_1bvr013713.html"
"1251","1 BvR 3509/13",2015-10-08,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20151008_1bvr350913.html"
"1252","1 BvR 3049/13",2015-10-08,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20151008_1bvr304913.html"
"1253","1 BvR 455/14",2015-10-08,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20151008_1bvr045514.html"
"1254","2 BvR 1860/15",2015-10-07,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20151007_2bvr186015.html"
"1255","2 BvR 1028/15",2015-10-07,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151007_2bvr102815.html"
"1256","2 BvR 568/15",2015-10-07,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151007_2bvr056815.html"
"1257","2 BvR 465/15",2015-10-07,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151007_2bvr046515.html"
"1258","2 BvR 464/15",2015-10-07,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151007_2bvr046415.html"
"1259","2 BvR 463/15",2015-10-07,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151007_2bvr046315.html"
"1260","2 BvR 462/15",2015-10-07,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151007_2bvr046215.html"
"1261","2 BvR 461/15",2015-10-07,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151007_2bvr046115.html"
"1262","2 BvR 460/15",2015-10-07,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151007_2bvr046015.html"
"1263","2 BvR 459/15",2015-10-07,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151007_2bvr045915.html"
"1264","2 BvR 413/15",2015-10-07,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151007_2bvr041315.html"
"1265","1 BvR 1962/11",2015-10-07,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20151007_1bvr196211.html"
"1266","2 BvR 2580/12",2015-10-06,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151006_2bvr258012.html"
"1267","2 BvR 2543/12",2015-10-06,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151006_2bvr254312.html"
"1268","2 BvR 2515/12",2015-10-06,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151006_2bvr251512.html"
"1269","2 BvR 2113/11",2015-10-06,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151006_2bvr211311.html"
"1270","2 BvR 2062/11",2015-10-06,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151006_2bvr206211.html"
"1271","2 BvR 1195/11",2015-10-06,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151006_2bvr119511.html"
"1273","2 BvR 2945/14",2015-10-05,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151005_2bvr294514.html"
"1274","2 BvR 2605/12",2015-10-05,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151005_2bvr260512.html"
"1275","2 BvR 2552/12",2015-10-05,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20151005_2bvr255212.html"
"1276","2 BvR 2503/14",2015-10-05,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20151005_2bvr250314.html"
"1277","2 BvR 1066/10",2015-09-30,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20150930_2bvr106610.html"
"1278","2 BvR 1961/10",2015-09-30,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20150930_2bvr196110.html"
"1279","2 BvR 104/15",2015-09-30,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150930_2bvr010415.html"
"1280","2 BvQ 29/15",2015-09-30,"2","2","Landau,Kessal-Wulf,König",1,"http://www.bverfg.de/e/qk20150930_2bvq002915.html"
"1282","2 BvR 2683/11",2015-09-29,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20150929_2bvr268311.html"
"1283","1 BvR 1292/15",2015-09-29,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150929_1bvr129215.html"
"1284","1 BvR 1125/14",2015-09-29,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150929_1bvr112514.html"
"1285","2 BvR 2274/13",2015-09-28,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20150928_2bvr227413.html"
"1286","1 BvR 3217/14",2015-09-28,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150928_1bvr321714.html"
"1287","1 BvR 2656/14",2015-09-28,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150928_1bvr265614.html"
"1288","1 BvQ 35/15",2015-09-28,"1","2","Gaier,Schluckebier,Paulus",1,"http://www.bverfg.de/e/qk20150928_1bvq003515.html"
"1291","2 BvR 1686/15",2015-09-24,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20150924_2bvr168615.html"
"1292","1 BvQ 36/15",2015-09-24,"1","2","Gaier,Schluckebier,Britz",1,"http://www.bverfg.de/e/qk20150924_1bvq003615.html"
"1295","1 BvR 797/14",2015-09-18,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150918_1bvr079714.html"
"1296","1 BvR 796/14",2015-09-18,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150918_1bvr079614.html"
"1297","1 BvR 1321/13",2015-09-14,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150914_1bvr132113.html"
"1298","1 BvR 857/15",2015-09-14,"1","3","Gaier,Masing,Baer",0,"http://www.bverfg.de/e/rk20150914_1bvr085715.html"
"1299","2 BvR 2640/12",2015-09-11,"2","1","Voßkuhle,Landau,Kessal-Wulf",0,"http://www.bverfg.de/e/rk20150911_2bvr264012.html"
"1300","2 BvR 1586/15",2015-09-11,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150911_2bvr158615.html"
"1301","1 BvR 2211/15",2015-09-11,"1","3","Gaier,Masing,Baer",0,"http://www.bverfg.de/e/rk20150911_1bvr221115.html"
"1302","1 BvR 1863/12",2015-09-07,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150907_1bvr186312.html"
"1303","1 BvR 1846/15",2015-09-05,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150905_1bvr184615.html"
"1304","1 BvQ 30/15",2015-09-05,"1","2","Gaier,Schluckebier,Paulus",1,"http://www.bverfg.de/e/qk20150905_1bvq003015.html"
"1305","1 BvL 9/15",2015-09-05,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/lk20150905_1bvl000915.html"
"1306","1 BvR 1983/15",2015-09-03,"1","3","Masing,Paulus,Baer",0,"http://www.bverfg.de/e/rk20150903_1bvr198315.html"
"1307","2 BvR 2343/14",2015-09-02,"2","3","Müller,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20150902_2bvr234314.html"
"1308","1 BvQ 32/15",2015-08-29,"1","3","Gaier,Masing,Baer",1,"http://www.bverfg.de/e/qk20150829_1bvq003215.html"
"1310","2 BvR 1554/15",2015-08-25,"2","2","Landau,Kessal-Wulf,Maidowski",0,"http://www.bverfg.de/e/rk20150825_2bvr155415.html"
"1311","1 BvR 3474/13",2015-08-25,"1","3","Gaier,Masing,Baer",0,"http://www.bverfg.de/e/rk20150825_1bvr347413.html"
"1312","1 BvR 1528/14",2015-08-25,"1","3","Gaier,Masing,Baer",0,"http://www.bverfg.de/e/rk20150825_1bvr152814.html"
"1313","2 BvR 2915/14",2015-08-24,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20150824_2bvr291514.html"
"1315","1 BvR 980/15",2015-08-20,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150820_1bvr098015.html"
"1316","1 BvQ 28/15",2015-08-20,"1","2","Gaier,Schluckebier,Paulus",1,"http://www.bverfg.de/e/qk20150820_1bvq002815.html"
"1317","1 BvR 2388/11",2015-08-19,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150819_1bvr238811.html"
"1318","1 BvR 1917/15",2015-08-19,"1","3","Gaier,Paulus,Baer",0,"http://www.bverfg.de/e/rk20150819_1bvr191715.html"
"1319","1 BvR 1084/15",2015-08-19,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150819_1bvr108415.html"
"1320","1 BvR 8/14",2015-08-19,"1","3","Gaier,Masing,Baer",0,"http://www.bverfg.de/e/rk20150819_1bvr000814.html"
"1321","1 BvR 2485/12",2015-08-18,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150818_1bvr248512.html"
"1322","2 BvR 1996/12",2015-08-17,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20150817_2bvr199612.html"
"1323","1 BvR 1768/15",2015-08-13,"1","2","Gaier,Schluckebier,Britz",0,"http://www.bverfg.de/e/rk20150813_1bvr176815.html"
"1324","2 BvR 2646/13",2015-08-12,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20150812_2bvr264613.html"
"1325","2 BvR 1180/15",2015-08-12,"2","2","Landau,König,Maidowski",0,"http://www.bverfg.de/e/rk20150812_2bvr118015.html"
"1326","1 BvR 800/12",2015-08-10,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150810_1bvr080012.html"
"1327","2 BvR 2190/14",2015-08-05,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150805_2bvr219014.html"
"1328","2 BvR 1690/14",2015-08-04,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150804_2bvr169014.html"
"1329","1 BvR 2223/14",2015-08-04,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150804_1bvr222314.html"
"1330","1 BvR 1701/15",2015-08-04,"1","3","Gaier,Masing,Baer",0,"http://www.bverfg.de/e/rk20150804_1bvr170115.html"
"1331","1 BvR 1515/15",2015-08-04,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150804_1bvr151515.html"
"1332","1 BvR 1388/15",2015-08-04,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150804_1bvr138815.html"
"1333","1 BvQ 26/15",2015-08-03,"1","3","Gaier,Masing,Baer",1,"http://www.bverfg.de/e/qk20150803_1bvq002615.html"
"1334","1 BvR 1951/13",2015-07-30,"1","3","Gaier,Masing,Baer",0,"http://www.bverfg.de/e/rk20150730_1bvr195113.html"
"1335","1 BvR 1468/15",2015-07-29,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150729_1bvr146815.html"
"1336","2 BvR 2558/14",2015-07-28,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150728_2bvr255814.html"
"1337","1 BvR 2498/14",2015-07-28,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150728_1bvr249814.html"
"1338","1 BvQ 14/15",2015-07-28,"1","1","Kirchhof,Eichberger,Britz",1,"http://www.bverfg.de/e/qk20150728_1bvq001415.html"
"1339","1 BvR 2095/12",2015-07-27,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150727_1bvr209512.html"
"1340","1 BvR 1560/15",2015-07-27,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150727_1bvr156015.html"
"1341","1 BvR 1452/13",2015-07-27,"1","3","Gaier,Masing,Baer",0,"http://www.bverfg.de/e/rk20150727_1bvr145213.html"
"1342","1 BvR 2501/13",2015-07-24,"1","3","Gaier,Masing,Baer",0,"http://www.bverfg.de/e/rk20150724_1bvr250113.html"
"1343","2 BvR 48/15",2015-07-23,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150723_2bvr004815.html"
"1344","1 BvR 2518/14",2015-07-23,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150723_1bvr251814.html"
"1345","2 BvR 3024/14",2015-07-22,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150722_2bvr302414.html"
"1346","2 BvR 746/15",2015-07-22,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150722_2bvr074615.html"
"1348","1 BvQ 25/15",2015-07-20,"1","3","Gaier,Masing,Baer",1,"http://www.bverfg.de/e/qk20150720_1bvq002515.html"
"1350","1 BvQ 25/15",2015-07-18,"1","3","Gaier,Masing,Baer",1,"http://www.bverfg.de/e/qk20150718_1bvq002515.html"
"1351","2 BvR 1245/15",2015-07-17,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150717_2bvr124515.html"
"1352","1 BvR 1014/13",2015-07-16,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150716_1bvr101413.html"
"1353","1 BvR 625/15",2015-07-16,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150716_1bvr062515.html"
"1354","2 BvQ 22/15",2015-07-16,"2","2","Landau,Kessal-Wulf,König",1,"http://www.bverfg.de/e/qk20150716_2bvq002215.html"
"1357","2 BvR 1549/14",2015-07-14,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150714_2bvr154914.html"
"1358","1 BvR 1127/14",2015-07-14,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150714_1bvr112714.html"
"1359","1 BvQ 23/15",2015-07-14,"1","3","Kirchhof,Masing,Baer",1,"http://www.bverfg.de/e/qk20150714_1bvq002315.html"
"1360","1 BvR 2516/13",2015-07-13,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150713_1bvr251613.html"
"1361","1 BvR 2480/13",2015-07-13,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150713_1bvr248013.html"
"1362","1 BvR 1089/13",2015-07-13,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150713_1bvr108913.html"
"1363","1 BvR 2853/13",2015-07-10,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150710_1bvr285313.html"
"1364","2 BvR 1180/15",2015-07-07,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150707_2bvr118015.html"
"1365","1 BvR 2405/11",2015-07-03,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150703_1bvr240511.html"
"1366","1 BvR 1372/15",2015-07-03,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150703_1bvr137215.html"
"1367","1 BvR 1312/13",2015-07-02,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150702_1bvr131213.html"
"1368","2 BvR 1857/14",2015-06-30,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150630_2bvr185714.html"
"1369","2 BvR 1206/13",2015-06-30,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150630_2bvr120613.html"
"1370","2 BvR 433/15",2015-06-30,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150630_2bvr043315.html"
"1372","2 BvR 2048/12",2015-06-29,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150629_2bvr204812.html"
"1373","1 BvR 2218/13",2015-06-26,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150626_1bvr221813.html"
"1374","1 BvR 2553/11",2015-06-25,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150625_1bvr255311.html"
"1375","1 BvR 555/15",2015-06-25,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150625_1bvr055515.html"
"1376","1 BvR 439/14",2015-06-25,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150625_1bvr043914.html"
"1377","1 BvR 367/15",2015-06-25,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150625_1bvr036715.html"
"1378","1 BvR 366/15",2015-06-25,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150625_1bvr036615.html"
"1379","1 BvR 37/15",2015-06-25,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150625_1bvr003715.html"
"1380","1 BvR 20/15",2015-06-25,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150625_1bvr002015.html"
"1381","1 BvR 2485/12",2015-06-24,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150624_1bvr248512.html"
"1382","1 BvR 1360/15",2015-06-24,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150624_1bvr136015.html"
"1383","1 BvR 486/14",2015-06-24,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150624_1bvr048614.html"
"1384","1 BvR 467/13",2015-06-24,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150624_1bvr046713.html"
"1385","2 BvR 161/15",2015-06-23,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20150623_2bvr016115.html"
"1386","1 BvR 1292/15",2015-06-23,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150623_1bvr129215.html"
"1388","1 BvR 1326/15",2015-06-22,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150622_1bvr132615.html"
"1389","1 BvR 1323/15",2015-06-22,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150622_1bvr132315.html"
"1391","1 BvR 1288/14",2015-06-15,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150615_1bvr128814.html"
"1392","2 BvR 1967/12",2015-06-10,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150610_2bvr196712.html"
"1393","2 BvR 965/15",2015-06-09,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150609_2bvr096515.html"
"1394","1 BvR 1227/14",2015-06-08,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150608_1bvr122714.html"
"1395","2 BvR 740/15",2015-06-07,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150607_2bvr074015.html"
"1396","2 BvR 2236/14",2015-06-02,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150602_2bvr223614.html"
"1399","2 BvR 67/15",2015-06-01,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150601_2bvr006715.html"
"1400","2 BvR 869/15",2015-05-29,"2","2","Hermanns,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150529_2bvr086915.html"
"1401","1 BvR 163/15",2015-05-29,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150529_1bvr016315.html"
"1402","2 BvR 3024/14",2015-05-27,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150527_2bvr302414.html"
"1403","1 BvR 2291/13",2015-05-22,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150522_1bvr229113.html"
"1404","2 BvR 1834/12",2015-05-20,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150520_2bvr183412.html"
"1405","2 BvR 1170/14",2015-05-19,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150519_2bvr117014.html"
"1406","2 BvR 862/15",2015-05-19,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150519_2bvr086215.html"
"1408","2 BvR 987/11",2015-05-19,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150519_2bvr098711.html"
"1409","2 BvR 2735/14",2015-05-13,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150513_2bvr273514.html"
"1410","2 BvR 616/13",2015-05-13,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150513_2bvr061613.html"
"1411","1 BvR 99/11",2015-05-13,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150513_1bvr009911.html"
"1412","1 BvQ 9/15",2015-05-13,"1","2","Gaier,Schluckebier,Paulus",1,"http://www.bverfg.de/e/qk20150513_1bvq000915.html"
"1413","2 BvR 2954/10",2015-05-12,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150512_2bvr295410.html"
"1414","2 BvR 2319/14",2015-05-12,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150512_2bvr231914.html"
"1416","1 BvR 741/14",2015-05-11,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150511_1bvr074114.html"
"1417","1 BvR 2724/14",2015-05-06,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150506_1bvr272414.html"
"1419","2 BvR 2169/13",2015-05-04,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150504_2bvr216913.html"
"1420","2 BvR 2053/14",2015-05-04,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150504_2bvr205314.html"
"1421","2 BvR 1753/14",2015-05-04,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150504_2bvr175314.html"
"1422","1 BvR 2096/13",2015-05-04,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150504_1bvr209613.html"
"1423","2 BvR 746/15",2015-04-30,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150430_2bvr074615.html"
"1424","1 BvR 2274/12",2015-04-30,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150430_1bvr227412.html"
"1425","2 BvR 804/14",2015-04-29,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20150429_2bvr080414.html"
"1426","1 BvR 1849/11",2015-04-29,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150429_1bvr184911.html"
"1427","1 BvR 1420/13",2015-04-26,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150426_1bvr142013.html"
"1428","1 BvR 3326/14",2015-04-25,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150425_1bvr332614.html"
"1429","1 BvR 2314/12",2015-04-25,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150425_1bvr231412.html"
"1430","1 BvR 689/15",2015-04-25,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150425_1bvr068915.html"
"1431","2 BvR 287/11",2015-04-24,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20150424_2bvr028711.html"
"1432","2 BvR 2462/13",2015-04-21,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150421_2bvr246213.html"
"1434","2 BvR 1986/14",2015-04-17,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150417_2bvr198614.html"
"1435","2 BvR 602/15",2015-04-17,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150417_2bvr060215.html"
"1436","1 BvR 3276/08",2015-04-17,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150417_1bvr327608.html"
"1437","2 BvR 2279/13",2015-04-16,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150416_2bvr227913.html"
"1438","2 BvR 440/14",2015-04-16,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150416_2bvr044014.html"
"1439","1 BvR 1907/13",2015-04-14,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150414_1bvr190713.html"
"1440","1 BvR 629/13",2015-04-14,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150414_1bvr062913.html"
