"","az","date","senat","kammer_txt","richter_txt","anordnung","link"
"1441","1 BvR 3279/14",2015-04-13,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150413_1bvr327914.html"
"1442","2 BvR 221/15",2015-04-09,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150409_2bvr022115.html"
"1443","1 BvR 574/15",2015-04-09,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150409_1bvr057415.html"
"1444","2 BvR 35/12",2015-04-08,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150408_2bvr003512.html"
"1445","1 BvR 1432/10",2015-04-07,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150407_1bvr143210.html"
"1446","1 BvR 470/15",2015-04-02,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150402_1bvr047015.html"
"1447","2 BvR 3058/14",2015-04-01,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150401_2bvr305814.html"
"1448","1 BvR 2811/14",2015-03-25,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150325_1bvr281114.html"
"1449","1 BvR 2803/11",2015-03-25,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150325_1bvr280311.html"
"1450","1 BvR 2791/14",2015-03-25,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150325_1bvr279114.html"
"1451","1 BvR 2120/14",2015-03-25,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150325_1bvr212014.html"
"1452","1 BvR 505/13",2015-03-25,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150325_1bvr050513.html"
"1454","2 BvR 1304/12",2015-03-23,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150323_2bvr130412.html"
"1455","1 BvR 1615/10",2015-03-22,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150322_1bvr161510.html"
"1456","1 BvR 2031/12",2015-03-21,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150321_1bvr203112.html"
"1458","2 BvR 1111/13",2015-03-18,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150318_2bvr111113.html"
"1459","1 BvL 8/14",2015-03-11,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/lk20150311_1bvl000814.html"
"1460","1 BvR 2819/14",2015-03-09,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150309_1bvr281914.html"
"1461","2 BvR 746/13",2015-03-05,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150305_2bvr074613.html"
"1462","1 BvR 3362/14",2015-03-05,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150305_1bvr336214.html"
"1463","1 BvR 3280/14",2015-03-04,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150304_1bvr328014.html"
"1464","1 BvR 3271/14",2015-03-03,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150303_1bvr327114.html"
"1465","1 BvR 3226/14",2015-03-03,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150303_1bvr322614.html"
"1466","1 BvR 121/15",2015-02-27,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150227_1bvr012115.html"
"1467","1 BvR 1036/14",2015-02-26,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150226_1bvr103614.html"
"1468","2 BvR 1681/12",2015-02-24,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150224_2bvr168112.html"
"1469","2 BvR 1465/12",2015-02-24,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150224_2bvr146512.html"
"1470","2 BvR 48/13",2015-02-24,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150224_2bvr004813.html"
"1471","1 BvR 562/13",2015-02-24,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150224_1bvr056213.html"
"1473","2 BvR 2356/12",2015-02-23,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150223_2bvr235612.html"
"1474","2 BvR 1312/12",2015-02-23,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150223_2bvr131212.html"
"1475","1 BvR 3349/14",2015-02-20,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150220_1bvr334914.html"
"1476","1 BvR 3332/14",2015-02-13,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20150213_1bvr333214.html"
"1477","2 BvR 1694/14",2015-02-11,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150211_2bvr169414.html"
"1478","1 BvR 160/15",2015-02-11,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150211_1bvr016015.html"
"1479","2 BvR 2437/14",2015-02-02,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150202_2bvr243714.html"
"1480","2 BvR 2400/13",2015-01-29,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150129_2bvr240013.html"
"1481","2 BvR 497/12",2015-01-29,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150129_2bvr049712.html"
"1483","2 BvR 2095/14",2015-01-22,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150122_2bvr209514.html"
"1484","2 BvR 2049/13",2015-01-22,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150122_2bvr204913.html"
"1485","2 BvR 1856/13",2015-01-21,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150121_2bvr185613.html"
"1486","1 BvR 665/14",2015-01-20,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150120_1bvr066514.html"
"1487","2 BvR 2055/14",2015-01-15,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150115_2bvr205514.html"
"1488","2 BvR 878/14",2015-01-15,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150115_2bvr087814.html"
"1489","1 BvR 3457/14",2015-01-15,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150115_1bvr345714.html"
"1490","1 BvR 2796/13",2015-01-15,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150115_1bvr279613.html"
"1491","1 BvR 499/12",2015-01-15,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150115_1bvr049912.html"
"1492","2 BvR 704/14",2015-01-14,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150114_2bvr070414.html"
"1494","2 BvR 2592/14",2015-01-13,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150113_2bvr259214.html"
"1495","2 BvR 2395/14",2015-01-13,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20150113_2bvr239514.html"
"1496","1 BvR 3323/14",2015-01-13,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20150113_1bvr332314.html"
"1497","1 BvR 472/14",2015-01-13,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20150113_1bvr047214.html"
"1499","2 BvQ 53/14",2015-01-12,"2","2","Landau,Kessal-Wulf,König",1,"http://www.bverfg.de/e/qk20150112_2bvq005314.html"
"1500","2 BvR 2419/13",2015-01-08,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20150108_2bvr241913.html"
"1501","1 BvR 2195/14",2014-12-22,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20141222_1bvr219514.html"
"1502","1 BvR 1553/14",2014-12-22,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20141222_1bvr155314.html"
"1503","2 BvR 2947/14",2014-12-19,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20141219_2bvr294714.html"
"1504","2 BvR 2063/11",2014-12-18,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20141218_2bvr206311.html"
"1505","2 BvR 1978/13",2014-12-18,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20141218_2bvr197813.html"
"1506","2 BvR 209/14",2014-12-18,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20141218_2bvr020914.html"
"1507","2 BvR 278/11",2014-12-17,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20141217_2bvr027811.html"
"1508","1 BvR 3340/14",2014-12-17,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20141217_1bvr334014.html"
"1510","2 BvR 2393/12",2014-12-16,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20141216_2bvr239312.html"
"1514","1 BvQ 31/14",2014-12-15,"1","2","Gaier,Schluckebier,Paulus",1,"http://www.bverfg.de/e/qk20141215_1bvq003114.html"
"1515","1 BvL 16/12",2014-12-11,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/lk20141211_1bvl001612.html"
"1516","1 BvR 1485/12",2014-12-11,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20141211_1bvr148512.html"
"1517","2 BvR 1549/07",2014-12-10,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20141210_2bvr154907.html"
"1518","2 BvR 514/12",2014-12-10,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20141210_2bvr051412.html"
"1519","2 BvR 429/11",2014-12-09,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20141209_2bvr042911.html"
"1520","2 BvR 450/11",2014-12-08,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20141208_2bvr045011.html"
"1521","2 BvR 1978/13",2014-12-04,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20141204_2bvr197813.html"
"1523","1 BvR 561/13",2014-12-02,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20141202_1bvr056113.html"
"1524","2 BvR 655/14",2014-12-02,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20141202_2bvr065514.html"
"1526","2 BvR 2735/14",2014-11-27,"2","3","Huber,Hermanns,Müller",0,"http://www.bverfg.de/e/rk20141127_2bvr273514.html"
"1527","1 BvL 20/11",2014-11-24,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/lk20141124_1bvl002011.html"
"1528","1 BvL 4/13",2014-11-20,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/lk20141120_1bvl000413.html"
"1529","2 BvR 1820/14",2014-11-20,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20141120_2bvr182014.html"
"1530","1 BvR 977/14",2014-11-20,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20141120_1bvr097714.html"
"1531","1 BvR 2843/14",2014-11-19,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20141119_1bvr284314.html"
"1532","1 BvR 1178/14",2014-11-19,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20141119_1bvr117814.html"
"1534","1 BvR 2861/14",2014-11-13,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20141113_1bvr286114.html"
"1536","2 BvR 1969/12",2014-11-04,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20141104_2bvr089212.html"
"1537","2 BvR 723/12",2014-11-04,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20141104_2bvr072312.html"
"1539","2 BvR 1513/14",2014-10-30,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20141030_2bvr151314.html"
"1540","2 BvR 2566/10",2014-10-23,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20141023_2bvr256610.html"
"1542","1 BvR 1815/12",2014-10-22,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20141022_1bvr181512.html"
"1544","2 BvR 920/14",2014-10-15,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20141015_2bvr092014.html"
"1545","1 BvR 3210/10",2014-10-15,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20141015_1bvr321010.html"
"1546","2 BvR 2343/14",2014-10-14,"2","3","Landau,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20141014_2bvr234314.html"
"1547","1 BvR 856/13",2014-10-10,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20141010_1bvr085613.html"
"1548","2 BvR 2874/10",2014-10-09,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20141009_2bvr287410.html"
"1549","1 BvR 83/12",2014-10-09,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20141009_1bvr008312.html"
"1550","1 BvR 2335/14",2014-10-09,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20141009_1bvr233514.html"
"1551","1 BvR 2390/14",2014-10-08,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20141008_1bvr239014.html"
"1552","1 BvR 886/11",2014-10-08,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20141008_1bvr088611.html"
"1554","2 BvR 1568/12",2014-10-06,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20141006_2bvr156812.html"
"1555","2 BvR 2782/10",2014-09-24,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20140924_2bvr278210.html"
"1556","1 BvR 3017/11",2014-09-24,"1","3","Baer,Kirchhof,Paulus",0,"http://www.bverfg.de/e/rk20140924_1bvr301711.html"
"1557","2 BvR 2545/12",2014-09-23,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20140923_2bvr254512.html"
"1558","1 BvR 2108/14",2014-09-22,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20140922_1bvr210814.html"
"1559","1 BvR 2102/14",2014-09-22,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20140922_1bvr210214.html"
"1560","2 BvR 1795/14",2014-09-17,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20140917_2bvr179514.html"
"1561","2 BvR 939/14",2014-09-17,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20140917_2bvr093914.html"
"1562","2 BvR 732/14",2014-09-17,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20140917_2bvr073214.html"
"1564","2 BvR 1746/14",2014-09-15,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20140915_2bvr174614.html"
"1565","1 BvL 2/14",2014-09-09,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/lk20140909_1bvl000214.html"
"1566","1 BvR 2781/13",2014-09-08,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140908_1bvr278113.html"
"1567","1 BvR 23/14",2014-09-08,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140908_1bvr002314.html"
"1568","1 BvR 1565/11",2014-09-08,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20140908_1bvr156511.html"
"1569","1 BvR 3353/13",2014-09-03,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140903_1bvr335313.html"
"1570","1 BvR 1195/14",2014-09-03,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140903_1bvr304813.html"
"1571","1 BvR 1768/11",2014-09-03,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140903_1bvr176811.html"
"1572","1 BvR 565/12",2014-09-03,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140903_1bvr056512.html"
"1573","2 BvR 480/14",2014-09-02,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20140902_2bvr048014.html"
"1574","1 BvR 1375/12",2014-09-01,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20140901_1bvr137512.html"
"1575","1 BvR 1409/14",2014-08-30,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20140830_1bvr140914.html"
"1576","2 BvR 2639/09",2014-08-28,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20140828_2bvr263909.html"
"1577","1 BvR 3001/11",2014-08-28,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140828_1bvr300111.html"
"1578","1 BvR 2048/13",2014-08-28,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140828_1bvr204813.html"
"1579","1 BvR 1822/14",2014-08-27,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20140827_1bvr182214.html"
"1580","1 BvR 1467/14",2014-08-27,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20140827_1bvr146714.html"
"1581","2 BvR 2400/13",2014-08-26,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20140826_2bvr240013.html"
"1582","2 BvR 2172/13",2014-08-26,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20140826_2bvr217213.html"
"1583","2 BvR 2048/13",2014-08-25,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20140825_2bvr204813.html"
"1584","1 BvR 2243/14",2014-08-25,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20140825_1bvr224314.html"
"1585","2 BvR 1513/14",2014-08-18,"2","2","Landau,Müller,König",0,"http://www.bverfg.de/e/rk20140818_2bvr151314.html"
"1586","1 BvR 2271/14",2014-08-18,"1","1","Kirchhof,Eichberger,Baer",0,"http://www.bverfg.de/e/rk20140818_1bvr227114.html"
"1587","2 BvR 969/14",2014-08-15,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20140815_2bvr096914.html"
"1588","2 BvR 1698/12",2014-08-12,"2","2","Landau,König,Maidowski",0,"http://www.bverfg.de/e/rk20140812_2bvr169812.html"
"1589","2 BvR 176/12",2014-08-12,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20140812_2bvr017612.html"
"1590","2 BvR 2632/13",2014-08-06,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20140806_2bvr263213.html"
"1591","2 BvR 1340/14",2014-08-06,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20140806_2bvr134014.html"
"1592","2 BvR 200/14",2014-08-01,"2","3","Huber,Müller,Maidowski",0,"http://www.bverfg.de/e/rk20140801_2bvr020014.html"
"1593","2 BvR 571/14",2014-07-31,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20140731_2bvr057114.html"
"1594","1 BvR 1858/14",2014-07-31,"1","3","Kirchhof,Masing,Schluckebier",0,"http://www.bverfg.de/e/rk20140731_1bvr185814.html"
"1595","2 BvR 1457/14",2014-07-30,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20140730_2bvr145714.html"
"1596","1 BvR 1530/14",2014-07-30,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20140730_1bvr153014.html"
"1597","2 BvQ 26/14",2014-07-30,"2","2","Landau,Kessal-Wulf,König",1,"http://www.bverfg.de/e/qk20140730_2bvq002614.html"
"1598","1 BvR 1925/13",2014-07-28,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140728_1bvr192513.html"
"1599","1 BvR 482/13",2014-07-28,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140728_1bvr048213.html"
"1600","2 BvR 1489/14",2014-07-24,"2","2","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20140724_2bvr148914.html"
"1601","2 BvR 816/14",2014-07-24,"2","1","Voßkuhle,Landau,Hermanns",0,"http://www.bverfg.de/e/rk20140724_2bvr081614.html"
"1604","2 BvR 2848/12",2014-07-11,"2","2","Gerhardt,Hermanns,Müller",0,"http://www.bverfg.de/e/rk20140711_2bvr284812.html"
"1605","2 BvR 689/14",2014-07-11,"2","2","Gerhardt,Hermanns,Müller",0,"http://www.bverfg.de/e/rk20140711_2bvr068914.html"
"1606","1 BvR 1884/11",2014-07-11,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20140711_1bvr188411.html"
"1607","2 BvR 1340/14",2014-07-09,"2","2","Gerhardt,Hermanns,Müller",0,"http://www.bverfg.de/e/rk20140709_2bvr134014.html"
"1608","1 BvR 1063/14",2014-07-07,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20140707_1bvr106314.html"
"1609","2 BvL 25/09",2014-07-03,"2","2","Gerhardt,Hermanns,Müller",0,"http://www.bverfg.de/e/lk20140703_2bvl002509.html"
"1610","2 BvR 1056/12",2014-07-02,"2","2","Gerhardt,Hermanns,Müller",0,"http://www.bverfg.de/e/rk20140702_2bvr105612.html"
"1611","2 BvR 64/14",2014-07-02,"2","2","Gerhardt,Hermanns,Müller",0,"http://www.bverfg.de/e/rk20140702_2bvr006414.html"
"1612","1 BvR 862/13",2014-07-02,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20140702_1bvr086213.html"
"1613","1 BvR 2476/12",2014-07-02,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20140702_1bvr054312.html"
"1614","2 BvR 989/14",2014-07-01,"2","3","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20140701_2bvr098914.html"
"1615","1 BvR 601/13",2014-07-01,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140701_1bvr060113.html"
"1616","2 BvR 792/11",2014-06-30,"2","3","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20140630_2bvr079211.html"
"1617","1 BvR 1837/12",2014-06-28,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20140628_1bvr183712.html"
"1618","1 BvR 1157/12",2014-06-28,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140628_1bvr115712.html"
"1619","2 BvR 429/12",2014-06-27,"2","3","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20140627_2bvr042912.html"
"1620","1 BvR 1313/14",2014-06-27,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20140627_1bvr131314.html"
"1621","1 BvR 256/14",2014-06-27,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140627_1bvr025614.html"
"1622","2 BvR 2699/10",2014-06-26,"2","1","Voßkuhle,Gerhardt,Huber",0,"http://www.bverfg.de/e/rk20140626_2bvr269910.html"
"1623","1 BvR 2135/09",2014-06-26,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140626_1bvr213509.html"
"1627","1 BvR 3450/13",2014-06-20,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20140620_1bvr345013.html"
"1628","1 BvR 980/13",2014-06-20,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140620_1bvr098013.html"
"1629","1 BvR 1443/12",2014-06-16,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20140616_1bvr144312.html"
"1630","1 BvR 725/14",2014-06-14,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20140614_1bvr072514.html"
"1631","2 BvR 1004/13",2014-06-12,"2","3","Landau,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20140612_2bvr100413.html"
"1632","1 BvR 669/14",2014-06-10,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20140610_1bvr066914.html"
"1635","2 BvR 878/14",2014-06-04,"2","3","Huber,Kessal-Wulf,König",0,"http://www.bverfg.de/e/rk20140604_2bvr087814.html"
"1636","1 BvR 1443/08",2014-06-04,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140604_1bvr144308.html"
"1637","2 BvR 517/13",2014-06-03,"2","1","Voßkuhle,Gerhardt,Huber",0,"http://www.bverfg.de/e/rk20140603_2bvr051713.html"
"1638","1 BvR 79/09",2014-06-03,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140603_1bvr007909.html"
"1639","2 BvR 683/12",2014-05-26,"2","2","Gerhardt,Hermanns,Müller",0,"http://www.bverfg.de/e/rk20140526_2bvr068312.html"
"1640","1 BvR 3190/13",2014-05-22,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20140522_1bvr319013.html"
"1641","1 BvR 2882/13",2014-05-22,"1","1","Kirchhof,Eichberger,Britz",0,"http://www.bverfg.de/e/rk20140522_1bvr288213.html"
"1642","2 BvR 324/14",2014-05-15,"2","1","Voßkuhle,Gerhardt,Huber",0,"http://www.bverfg.de/e/rk20140515_2bvr032414.html"
"1643","1 BvR 2681/11",2014-05-15,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140515_1bvr268111.html"
"1644","1 BvR 2020/11",2014-05-09,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20140509_1bvr202011.html"
"1645","1 BvR 1408/11",2014-05-09,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20140509_1bvr140811.html"
"1646","1 BvR 3571/13",2014-05-07,"1","2","Gaier,Schluckebier,Paulus",0,"http://www.bverfg.de/e/rk20140507_1bvr357113.html"
"1647","1 BvR 402/14",2014-05-06,"1","3","Kirchhof,Masing,Baer",0,"http://www.bverfg.de/e/rk20140506_1bvr040214.html"
"1651","2 BvR 1823/13",2014-05-05,"2","3","Lübbe-Wolff,Landau,Kessal-Wulf",0,"http://www.bverfg.de/e/rk20140505_2bvr182313.html"
"1652","2 BvR 1572/10",2014-04-29,"2","1","Voßkuhle,Gerhardt,Huber",0,"http://www.bverfg.de/e/rk20140429_2bvr157210.html"
